Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1,21.11316509,21.29494554,21.09777453,20.95705572,20.90415984,20.97653806
sp|Q96C86|DCPS_HUMAN m7GpppX diphosphatase OS=Homo sapiens OX=9606 GN=DCPS PE=1 SV=2,21.70216332,21.61795578,21.71821742,21.76648216,21.73123612,21.74141841
sp|Q96C90|PP14B_HUMAN Protein phosphatase 1 regulatory subunit 14B OS=Homo sapiens OX=9606 GN=PPP1R14B PE=1 SV=3,17.50571646,17.42722773,17.59757128,17.8323778,17.79513295,17.77141537
sp|Q96C92|ENTR1_HUMAN Endosome-associated-trafficking regulator 1 OS=Homo sapiens OX=9606 GN=ENTR1 PE=1 SV=3,12.62229453,12.87767587,12.9192001,13.33424801,13.27323575,13.39209252
sp|Q96CB8|INT12_HUMAN Integrator complex subunit 12 OS=Homo sapiens OX=9606 GN=INTS12 PE=1 SV=1,17.18079402,17.16608741,17.17828634,16.78823798,16.91180315,16.89132232
sp|Q96CB9|NSUN4_HUMAN 5-methylcytosine rRNA methyltransferase NSUN4 OS=Homo sapiens OX=9606 GN=NSUN4 PE=1 SV=2,15.04599759,15.20949415,15.06490711,14.4592641,14.3400127,14.61370413
sp|Q96CF2|CHM4C_HUMAN Charged multivesicular body protein 4c OS=Homo sapiens OX=9606 GN=CHMP4C PE=1 SV=1,12.71831703,12.63406401,12.42815424,12.7708461,12.91835124,12.93386816
sp|Q96CG3|TIFA_HUMAN TRAF-interacting protein with FHA domain-containing protein A OS=Homo sapiens OX=9606 GN=TIFA PE=1 SV=1,15.05202106,14.94821231,14.99405621,14.99240314,14.9935556,15.21029472
sp|Q96CM3|RUSD4_HUMAN Mitochondrial RNA pseudouridine synthase RPUSD4 OS=Homo sapiens OX=9606 GN=RPUSD4 PE=1 SV=1,15.52512818,15.62281976,15.66156957,15.77232352,15.98613674,15.91017569
"sp|Q96CM8|ACSF2_HUMAN Acyl-CoA synthetase family member 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACSF2 PE=1 SV=2",19.72863693,19.78006016,19.73900493,19.34709229,19.34428942,19.33496979
sp|Q96CN4|EVI5L_HUMAN EVI5-like protein OS=Homo sapiens OX=9606 GN=EVI5L PE=1 SV=1,16.1151155,16.03150344,16.1123813,16.79123449,16.84808581,16.77610134
sp|Q96CN7|ISOC1_HUMAN Isochorismatase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ISOC1 PE=1 SV=3,20.18080905,20.083505,20.18668361,20.25706756,20.14461664,20.15048811
sp|Q96CN9|GCC1_HUMAN GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GCC1 PE=1 SV=1,16.70705389,16.73316792,16.7514404,17.17802617,17.09753915,17.12217509
sp|Q96CP2|FWCH2_HUMAN FLYWCH family member 2 OS=Homo sapiens OX=9606 GN=FLYWCH2 PE=1 SV=1,17.22031279,17.11095693,17.17401731,18.18569157,18.30921404,18.05936999
sp|Q96CS2|HAUS1_HUMAN HAUS augmin-like complex subunit 1 OS=Homo sapiens OX=9606 GN=HAUS1 PE=1 SV=1,16.48070494,16.43979543,16.44696073,16.84720945,16.67468784,16.80062194
sp|Q96CS3|FAF2_HUMAN FAS-associated factor 2 OS=Homo sapiens OX=9606 GN=FAF2 PE=1 SV=2,21.31933502,21.42154903,21.33495089,21.11275506,21.17985459,21.08185464
sp|Q96CT7|CC124_HUMAN Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1,21.33243039,21.21351054,21.27893971,21.53854041,21.59668851,21.51336731
sp|Q96CU9|FXRD1_HUMAN FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FOXRED1 PE=1 SV=2,19.15170315,19.13141604,19.10399835,19.559445,19.29518444,19.38179177
sp|Q96CV9|OPTN_HUMAN Optineurin OS=Homo sapiens OX=9606 GN=OPTN PE=1 SV=3,20.77104986,20.67417445,20.78799765,21.37450477,21.43503455,21.3771742
sp|Q96CW5|GCP3_HUMAN Gamma-tubulin complex component 3 OS=Homo sapiens OX=9606 GN=TUBGCP3 PE=1 SV=2,20.58523614,20.42611266,20.55556415,20.3864434,20.23413233,20.30910773
sp|Q96CW6|S7A6O_HUMAN Probable RNA polymerase II nuclear localization protein SLC7A6OS OS=Homo sapiens OX=9606 GN=SLC7A6OS PE=1 SV=2,17.01765469,17.02210085,17.01010142,17.65406652,17.77305555,17.75802031
sp|Q96CX2|KCD12_HUMAN BTB/POZ domain-containing protein KCTD12 OS=Homo sapiens OX=9606 GN=KCTD12 PE=1 SV=1,19.5161669,19.26405592,19.38837152,20.34129251,20.43042029,20.42576808
sp|Q96D05|F241B_HUMAN Uncharacterized protein FAM241B OS=Homo sapiens OX=9606 GN=FAM241B PE=1 SV=1,12.02741994,11.91198538,12.24398607,13.09571705,12.65489609,12.99022038
sp|Q96D15|RCN3_HUMAN Reticulocalbin-3 OS=Homo sapiens OX=9606 GN=RCN3 PE=1 SV=1,12.70864056,11.70842345,12.22915008,16.28224772,16.19113281,16.36154087
sp|Q96D31|CRCM1_HUMAN Calcium release-activated calcium channel protein 1 OS=Homo sapiens OX=9606 GN=ORAI1 PE=1 SV=2,14.68348338,14.83573304,14.59221718,17.27217908,17.13753392,17.22040893
"sp|Q96D53|COQ8B_HUMAN Atypical kinase COQ8B, mitochondrial OS=Homo sapiens OX=9606 GN=COQ8B PE=1 SV=2",15.55460439,15.199515,15.19914581,13.69644429,13.4010567,13.62321223
sp|Q96D71|REPS1_HUMAN RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens OX=9606 GN=REPS1 PE=1 SV=3,20.00157694,19.95171456,19.93523233,19.76942515,19.98437091,19.86564774
sp|Q96DA6|TIM14_HUMAN Mitochondrial import inner membrane translocase subunit TIM14 OS=Homo sapiens OX=9606 GN=DNAJC19 PE=1 SV=3,20.64907115,20.68018324,20.66853602,20.30377269,20.27565397,20.24399865
sp|Q96DB5|RMD1_HUMAN Regulator of microtubule dynamics protein 1 OS=Homo sapiens OX=9606 GN=RMDN1 PE=1 SV=1,21.9050461,21.96913705,21.98655121,21.32848929,21.21944701,21.33465886
sp|Q96DC7|TMCO6_HUMAN Transmembrane and coiled-coil domain-containing protein 6 OS=Homo sapiens OX=9606 GN=TMCO6 PE=1 SV=2,14.07125449,13.9166818,14.11644218,14.75141919,15.10848866,15.32696409
"sp|Q96DC8|ECHD3_HUMAN Enoyl-CoA hydratase domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=ECHDC3 PE=1 SV=2",20.28450428,20.47595382,20.41138305,17.14096817,16.66392336,17.30170729
sp|Q96DC9|OTUB2_HUMAN Ubiquitin thioesterase OTUB2 OS=Homo sapiens OX=9606 GN=OTUB2 PE=1 SV=2,13.34869879,13.39840332,13.60119305,16.48285958,16.67359422,16.56507144
sp|Q96DE0|NUD16_HUMAN U8 snoRNA-decapping enzyme OS=Homo sapiens OX=9606 GN=NUDT16 PE=1 SV=2,17.67355337,17.52459559,17.77909141,17.61737182,17.82368362,17.73585459
sp|Q96DE5|APC16_HUMAN Anaphase-promoting complex subunit 16 OS=Homo sapiens OX=9606 GN=ANAPC16 PE=1 SV=1,12.54248873,12.4581082,12.17244457,12.3271329,12.67372281,12.77147648
sp|Q96DF8|ESS2_HUMAN Splicing factor ESS-2 homolog OS=Homo sapiens OX=9606 GN=ESS2 PE=1 SV=1,15.23725025,15.27773814,15.3531861,15.74767257,15.31550633,15.41553639
sp|Q96DG6|CMBL_HUMAN Carboxymethylenebutenolidase homolog OS=Homo sapiens OX=9606 GN=CMBL PE=1 SV=1,21.81230375,21.71511824,21.7700003,21.34268423,21.35473166,21.38649757
sp|Q96DI7|SNR40_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP40 PE=1 SV=1,20.92567094,20.97701102,20.920956,21.10688325,21.22983619,21.16344756
"sp|Q96DP5|FMT_HUMAN Methionyl-tRNA formyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=MTFMT PE=1 SV=2",15.31479486,15.24804774,15.27576816,14.15607403,14.27216086,13.88224091
sp|Q96DT7|ZBT10_HUMAN Zinc finger and BTB domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ZBTB10 PE=1 SV=2,13.68550782,13.71669846,13.57093402,14.14463856,14.20985755,14.12764582
sp|Q96DU7|IP3KC_HUMAN Inositol-trisphosphate 3-kinase C OS=Homo sapiens OX=9606 GN=ITPKC PE=1 SV=1,17.61625664,17.4579231,17.55908151,16.10348966,16.04914163,16.22618283
"sp|Q96DV4|RM38_HUMAN 39S ribosomal protein L38, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL38 PE=1 SV=2",19.75523776,19.76175106,19.76456216,19.40172434,19.39234156,19.41655644
sp|Q96DX4|RSPRY_HUMAN RING finger and SPRY domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSPRY1 PE=1 SV=1,17.82495839,17.72742884,17.57857428,17.71250948,17.81770984,17.74352212
sp|Q96DY7|MTBP_HUMAN Mdm2-binding protein OS=Homo sapiens OX=9606 GN=MTBP PE=1 SV=1,14.66357352,14.46310812,14.80615637,14.75909736,14.66986121,14.83759442
sp|Q96DZ1|ERLEC_HUMAN Endoplasmic reticulum lectin 1 OS=Homo sapiens OX=9606 GN=ERLEC1 PE=1 SV=1,19.49700569,19.40557312,19.34214561,19.20813892,19.20792126,19.2349856
"sp|Q96E11|RRFM_HUMAN Ribosome-recycling factor, mitochondrial OS=Homo sapiens OX=9606 GN=MRRF PE=1 SV=1",20.80430414,20.869046,20.83714013,20.32930885,20.38000913,20.30800762
sp|Q96E14|RMI2_HUMAN RecQ-mediated genome instability protein 2 OS=Homo sapiens OX=9606 GN=RMI2 PE=1 SV=2,15.24610192,14.93778875,15.00151181,15.92135429,16.0882283,15.89689749
sp|Q96E22|NGBR_HUMAN Dehydrodolichyl diphosphate synthase complex subunit NUS1 OS=Homo sapiens OX=9606 GN=NUS1 PE=1 SV=1,16.92579879,17.30447118,17.02360254,16.9799552,17.01740979,16.90998427
"sp|Q96E29|MTEF3_HUMAN Transcription termination factor 3, mitochondrial OS=Homo sapiens OX=9606 GN=MTERF3 PE=1 SV=2",18.88542108,19.1761271,18.91312452,18.79069537,18.81975912,18.87908946
"sp|Q96E39|RMXL1_HUMAN RNA binding motif protein, X-linked-like-1 OS=Homo sapiens OX=9606 GN=RBMXL1 PE=1 SV=1",18.75027475,18.74258399,18.77028111,19.49187203,19.45599675,19.42952299
sp|Q96EA4|SPDLY_HUMAN Protein Spindly OS=Homo sapiens OX=9606 GN=SPDL1 PE=1 SV=2,19.07644996,19.1352631,19.09125923,19.43790541,19.31667726,19.35315886
sp|Q96EB1|ELP4_HUMAN Elongator complex protein 4 OS=Homo sapiens OX=9606 GN=ELP4 PE=1 SV=2,17.43105366,17.35693973,17.47892688,18.00083118,17.98731717,18.00615248
sp|Q96EB6|SIR1_HUMAN NAD-dependent protein deacetylase sirtuin-1 OS=Homo sapiens OX=9606 GN=SIRT1 PE=1 SV=2,17.19429698,17.22347073,17.26431787,17.37685043,17.27369079,17.28356672
sp|Q96EC8|YIPF6_HUMAN Protein YIPF6 OS=Homo sapiens OX=9606 GN=YIPF6 PE=1 SV=2,16.67417944,16.72095953,16.81539535,17.52144048,17.54947945,17.39583095
sp|Q96ED9|HOOK2_HUMAN Protein Hook homolog 2 OS=Homo sapiens OX=9606 GN=HOOK2 PE=1 SV=3,17.42188065,17.40157448,17.4096651,16.99908173,17.1413432,16.92507352
sp|Q96EE3|SEH1_HUMAN Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3,20.41047404,20.45930755,20.4465158,20.56646498,20.51995326,20.49028272
sp|Q96EH3|MASU1_HUMAN Mitochondrial assembly of ribosomal large subunit protein 1 OS=Homo sapiens OX=9606 GN=MALSU1 PE=1 SV=1,16.63798812,16.66559223,16.65897035,16.82807998,16.58185688,16.68986197
sp|Q96EI5|TCAL4_HUMAN Transcription elongation factor A protein-like 4 OS=Homo sapiens OX=9606 GN=TCEAL4 PE=1 SV=2,20.41571114,20.47226823,20.425855,19.24872152,19.13906712,19.23775702
sp|Q96EK6|GNA1_HUMAN Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens OX=9606 GN=GNPNAT1 PE=1 SV=1,21.16614233,21.77111632,21.24145547,20.33501831,20.3989051,20.32588115
sp|Q96EK9|KTI12_HUMAN Protein KTI12 homolog OS=Homo sapiens OX=9606 GN=KTI12 PE=1 SV=1,17.68577158,17.70729895,17.6947966,18.29400837,18.17845487,18.22560243
"sp|Q96EL3|RM53_HUMAN 39S ribosomal protein L53, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL53 PE=1 SV=1",20.23122084,20.29859149,20.15320376,20.1155246,20.22690027,20.1758803
sp|Q96EM0|T3HPD_HUMAN Trans-3-hydroxy-L-proline dehydratase OS=Homo sapiens OX=9606 GN=L3HYPDH PE=1 SV=2,20.16182607,20.34694661,20.2183465,19.11959322,19.18923623,19.18886497
sp|Q96EN8|MOCOS_HUMAN Molybdenum cofactor sulfurase OS=Homo sapiens OX=9606 GN=MOCOS PE=1 SV=2,18.66398383,18.70670024,18.74743534,17.81587874,17.69625165,17.64424493
sp|Q96EP0|RNF31_HUMAN E3 ubiquitin-protein ligase RNF31 OS=Homo sapiens OX=9606 GN=RNF31 PE=1 SV=1,15.73938463,15.62914275,15.8777754,16.0003542,15.94770493,15.9233004
sp|Q96EP1|CHFR_HUMAN E3 ubiquitin-protein ligase CHFR OS=Homo sapiens OX=9606 GN=CHFR PE=1 SV=2,10.47747189,10.45531762,10.50842417,10.20446053,10.52291489,11.30006657
sp|Q96EQ0|SGTB_HUMAN Small glutamine-rich tetratricopeptide repeat-containing protein beta OS=Homo sapiens OX=9606 GN=SGTB PE=1 SV=1,17.34108911,17.33537663,17.37726199,16.68586344,16.3678133,16.45106024
sp|Q96ER3|SAAL1_HUMAN Protein SAAL1 OS=Homo sapiens OX=9606 GN=SAAL1 PE=1 SV=2,18.02003352,18.00529034,17.86026012,18.65500126,18.64863233,18.75467793
sp|Q96ER9|CCD51_HUMAN Coiled-coil domain-containing protein 51 OS=Homo sapiens OX=9606 GN=CCDC51 PE=1 SV=2,19.05768481,19.10115234,19.03129817,18.56264494,18.51215261,18.61800666
sp|Q96ES6|MFSD3_HUMAN Major facilitator superfamily domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MFSD3 PE=2 SV=1,13.01020476,12.7293229,12.60533397,8.804418685,9.646235948,10.28289908
sp|Q96ES7|SGF29_HUMAN SAGA-associated factor 29 OS=Homo sapiens OX=9606 GN=SGF29 PE=1 SV=1,17.03355626,17.16421126,17.17225705,17.21362165,17.20689339,17.2188673
sp|Q96EU6|RRP36_HUMAN Ribosomal RNA processing protein 36 homolog OS=Homo sapiens OX=9606 GN=RRP36 PE=1 SV=1,13.47313864,13.2155847,12.90806402,13.89202187,14.15153096,13.89746571
sp|Q96EU7|C1GLC_HUMAN C1GALT1-specific chaperone 1 OS=Homo sapiens OX=9606 GN=C1GALT1C1 PE=1 SV=1,18.3513978,18.34248938,18.24629415,18.88616086,18.82271331,18.90326438
sp|Q96EV2|RBM33_HUMAN RNA-binding protein 33 OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=3,18.55813834,18.50032403,18.54742842,18.99259364,19.12819,18.9923951
sp|Q96EX3|WDR34_HUMAN WD repeat-containing protein 34 OS=Homo sapiens OX=9606 GN=WDR34 PE=1 SV=2,16.69753435,16.64563616,16.69750915,17.72306102,17.86472945,17.8525634
"sp|Q96EY1|DNJA3_HUMAN DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2",19.14951828,19.14279427,19.08482125,18.84382292,18.60844596,18.692801
"sp|Q96EY7|PTCD3_HUMAN Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=PTCD3 PE=1 SV=3",21.273087,21.27266075,21.32253018,20.84591467,20.84267421,20.80784729
sp|Q96EY8|MMAB_HUMAN Corrinoid adenosyltransferase OS=Homo sapiens OX=9606 GN=MMAB PE=1 SV=1,20.83466118,20.86248557,20.86159204,19.27304011,19.35013492,19.28886653
sp|Q96EY9|ADAT3_HUMAN Probable inactive tRNA-specific adenosine deaminase-like protein 3 OS=Homo sapiens OX=9606 GN=ADAT3 PE=1 SV=1,14.49896798,14.46821206,14.3137661,14.61811266,14.15537449,14.23511214
sp|Q96EZ8|MCRS1_HUMAN Microspherule protein 1 OS=Homo sapiens OX=9606 GN=MCRS1 PE=1 SV=1,16.46638918,16.41954093,16.38416242,16.84308086,16.76398349,16.79086543
sp|Q96F24|NRBF2_HUMAN Nuclear receptor-binding factor 2 OS=Homo sapiens OX=9606 GN=NRBF2 PE=1 SV=1,15.2351788,15.21324049,15.1960157,15.81020788,15.60730442,15.62598427
sp|Q96F44|TRI11_HUMAN E3 ubiquitin-protein ligase TRIM11 OS=Homo sapiens OX=9606 GN=TRIM11 PE=1 SV=2,17.75811178,17.71392124,17.81271899,17.34351389,17.40126044,17.41917181
sp|Q96F46|I17RA_HUMAN Interleukin-17 receptor A OS=Homo sapiens OX=9606 GN=IL17RA PE=1 SV=2,11.65549953,11.85503884,11.74278433,10.33425789,10.26650855,10.25618743
sp|Q96F63|CCD97_HUMAN Coiled-coil domain-containing protein 97 OS=Homo sapiens OX=9606 GN=CCDC97 PE=1 SV=1,15.78734581,16.19972939,16.22094603,16.36009348,16.45331892,16.18490725
sp|Q96F86|EDC3_HUMAN Enhancer of mRNA-decapping protein 3 OS=Homo sapiens OX=9606 GN=EDC3 PE=1 SV=1,20.18075288,20.05966648,20.22947089,20.07539843,20.30479071,20.1164131
sp|Q96FF9|CDCA5_HUMAN Sororin OS=Homo sapiens OX=9606 GN=CDCA5 PE=1 SV=1,15.36050322,15.48455086,15.38555021,16.8179641,16.82778617,16.79179933
sp|Q96FJ0|STALP_HUMAN AMSH-like protease OS=Homo sapiens OX=9606 GN=STAMBPL1 PE=1 SV=2,15.85566405,15.80975474,15.70026284,16.86591143,17.00075963,17.03285361
"sp|Q96FJ2|DYL2_HUMAN Dynein light chain 2, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL2 PE=1 SV=1",20.00699473,19.93042207,19.94580541,20.34019111,20.07128996,20.27366653
sp|Q96FK6|WDR89_HUMAN WD repeat-containing protein 89 OS=Homo sapiens OX=9606 GN=WDR89 PE=2 SV=1,18.03056925,17.8243649,17.88715708,18.46302182,18.67343922,18.5639255
sp|Q96FN4|CPNE2_HUMAN Copine-2 OS=Homo sapiens OX=9606 GN=CPNE2 PE=1 SV=3,17.93316603,18.08713776,18.06398752,17.78856531,17.77742001,17.83450598
sp|Q96FQ6|S10AG_HUMAN Protein S100-A16 OS=Homo sapiens OX=9606 GN=S100A16 PE=1 SV=1,22.39127423,22.33946658,22.42944651,20.75645879,20.81457281,20.80621312
sp|Q96FS4|SIPA1_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1,16.82506653,16.82652551,16.91402436,16.92893152,16.83716366,17.01388527
sp|Q96FX7|TRM61_HUMAN tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A OS=Homo sapiens OX=9606 GN=TRMT61A PE=1 SV=1,17.98523399,18.24206667,18.13181423,18.7385179,18.46655917,18.60914236
sp|Q96FZ2|HMCES_HUMAN Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein OS=Homo sapiens OX=9606 GN=HMCES PE=1 SV=1,17.39773417,17.34600417,17.46010971,17.35401765,17.26348131,17.32914211
sp|Q96G03|PGM2_HUMAN Phosphoglucomutase-2 OS=Homo sapiens OX=9606 GN=PGM2 PE=1 SV=4,22.7215204,22.69079455,22.71905509,23.16970881,23.23093259,23.18312997
sp|Q96G23|CERS2_HUMAN Ceramide synthase 2 OS=Homo sapiens OX=9606 GN=CERS2 PE=1 SV=1,18.98648103,19.03131055,19.07702945,19.08645392,18.83768919,18.98202811
sp|Q96G25|MED8_HUMAN Mediator of RNA polymerase II transcription subunit 8 OS=Homo sapiens OX=9606 GN=MED8 PE=1 SV=2,17.41470504,17.72077391,17.61479302,17.97334588,18.00152323,17.94126918
sp|Q96G28|CFA36_HUMAN Cilia- and flagella-associated protein 36 OS=Homo sapiens OX=9606 GN=CFAP36 PE=1 SV=2,17.17183109,17.11349744,17.03681832,16.73148345,16.77689069,16.88715733
sp|Q96G46|DUS3L_HUMAN tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Homo sapiens OX=9606 GN=DUS3L PE=1 SV=2,19.85045518,19.76292011,19.88828132,19.88118296,19.92475881,19.8144076
sp|Q96GA3|LTV1_HUMAN Protein LTV1 homolog OS=Homo sapiens OX=9606 GN=LTV1 PE=1 SV=1,18.2395746,18.0842579,18.17569947,18.54096436,18.68097897,18.57667699
sp|Q96GA7|SDSL_HUMAN Serine dehydratase-like OS=Homo sapiens OX=9606 GN=SDSL PE=1 SV=1,19.0258756,19.0129743,19.03313493,20.26474906,20.38844634,20.33287727
"sp|Q96GC5|RM48_HUMAN 39S ribosomal protein L48, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL48 PE=1 SV=2",20.86626907,20.88377467,20.92680267,20.41875321,20.74033193,20.51642373
sp|Q96GD0|PLPP_HUMAN Pyridoxal phosphate phosphatase OS=Homo sapiens OX=9606 GN=PDXP PE=1 SV=2,17.47734567,17.48125122,17.45645733,17.89809665,17.9443341,17.94109804
sp|Q96GD4|AURKB_HUMAN Aurora kinase B OS=Homo sapiens OX=9606 GN=AURKB PE=1 SV=3,18.89726256,18.9928905,18.96148447,19.99618994,20.10938319,19.98965411
sp|Q96GG9|DCNL1_HUMAN DCN1-like protein 1 OS=Homo sapiens OX=9606 GN=DCUN1D1 PE=1 SV=1,21.23007415,21.53009621,21.28618113,20.99979132,21.01297906,21.05733356
sp|Q96GK7|FAH2A_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens OX=9606 GN=FAHD2A PE=1 SV=1,20.75206693,20.78532073,20.77651359,20.30666507,20.36865425,20.34157487
sp|Q96GM5|SMRD1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Homo sapiens OX=9606 GN=SMARCD1 PE=1 SV=2,18.32606799,18.42731082,18.35208679,18.19827937,18.44362037,18.43311906
sp|Q96GM8|TOE1_HUMAN Target of EGR1 protein 1 OS=Homo sapiens OX=9606 GN=TOE1 PE=1 SV=1,18.32270191,18.2441252,18.16715065,18.52065658,18.62512696,18.59545542
sp|Q96GN5|CDA7L_HUMAN Cell division cycle-associated 7-like protein OS=Homo sapiens OX=9606 GN=CDCA7L PE=1 SV=2,11.28884021,11.06841745,11.01798232,11.81461567,12.01056506,12.12273678
sp|Q96GS4|BORC6_HUMAN BLOC-1-related complex subunit 6 OS=Homo sapiens OX=9606 GN=BORCS6 PE=1 SV=2,16.08965081,15.93669085,15.8124276,16.65104584,16.64302994,16.606421
"sp|Q96GW9|SYMM_HUMAN Methionine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=MARS2 PE=1 SV=2",17.15277675,17.28988862,17.08291579,17.76408831,17.71295757,17.84737057
sp|Q96GX2|A7L3B_HUMAN Ataxin-7-like protein 3B OS=Homo sapiens OX=9606 GN=ATXN7L3B PE=1 SV=2,17.97056692,17.71475264,17.86235135,18.16215707,18.06106991,18.05345866
sp|Q96GX5|GWL_HUMAN Serine/threonine-protein kinase greatwall OS=Homo sapiens OX=9606 GN=MASTL PE=1 SV=1,16.85067593,16.65101937,16.71780388,17.87314483,17.86228417,17.86347803
sp|Q96GX9|MTNB_HUMAN Methylthioribulose-1-phosphate dehydratase OS=Homo sapiens OX=9606 GN=APIP PE=1 SV=1,20.13483519,20.16501297,20.16232661,20.33172982,20.18796946,20.2951378
sp|Q96GY0|ZC21A_HUMAN Zinc finger C2HC domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ZC2HC1A PE=1 SV=2,18.12535205,18.01361433,18.04048167,17.89097968,18.03771005,17.93660402
sp|Q96GY3|LIN37_HUMAN Protein lin-37 homolog OS=Homo sapiens OX=9606 GN=LIN37 PE=1 SV=1,15.70609853,15.90278415,15.67974494,15.53748538,15.17432276,15.28710355
sp|Q96H20|SNF8_HUMAN Vacuolar-sorting protein SNF8 OS=Homo sapiens OX=9606 GN=SNF8 PE=1 SV=1,20.05277995,19.99720542,19.99690868,19.6217268,19.80052631,19.76592469
sp|Q96H22|CENPN_HUMAN Centromere protein N OS=Homo sapiens OX=9606 GN=CENPN PE=1 SV=2,16.57247294,16.76894009,16.69207601,16.66352293,16.65331734,16.67442079
sp|Q96H55|MYO19_HUMAN Unconventional myosin-XIX OS=Homo sapiens OX=9606 GN=MYO19 PE=1 SV=2,17.68971612,17.96126564,17.73969066,17.30096193,17.26804946,17.22628934
sp|Q96H79|ZCCHL_HUMAN Zinc finger CCCH-type antiviral protein 1-like OS=Homo sapiens OX=9606 GN=ZC3HAV1L PE=1 SV=2,17.13548435,17.17146025,17.22468565,17.8078876,17.65783717,17.82214383
sp|Q96HA1|P121A_HUMAN Nuclear envelope pore membrane protein POM 121 OS=Homo sapiens OX=9606 GN=POM121 PE=1 SV=2,18.79011463,18.43073278,18.64168721,18.82961468,18.63682021,18.8526042
sp|Q96HA7|TONSL_HUMAN Tonsoku-like protein OS=Homo sapiens OX=9606 GN=TONSL PE=1 SV=2,16.82140387,16.93534865,16.80125273,17.05893154,17.09600513,17.1092842
sp|Q96HC4|PDLI5_HUMAN PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5,23.16862673,23.14406929,23.23021085,22.61211309,22.68457251,22.59334113
sp|Q96HD1|CREL1_HUMAN Cysteine-rich with EGF-like domain protein 1 OS=Homo sapiens OX=9606 GN=CRELD1 PE=1 SV=3,14.87608257,15.07148091,15.09800798,15.29914645,15.37340376,15.45472591
sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2,22.16102099,22.07790467,22.11213741,22.86664883,22.80533231,22.85998664
sp|Q96HE9|PRR11_HUMAN Proline-rich protein 11 OS=Homo sapiens OX=9606 GN=PRR11 PE=1 SV=1,15.84274571,15.99988312,15.78389172,17.30351117,17.40083197,17.23855505
sp|Q96HH9|GRM2B_HUMAN GRAM domain-containing protein 2B OS=Homo sapiens OX=9606 GN=GRAMD2B PE=1 SV=1,17.66972718,17.69751066,17.64454983,17.62197922,17.62538785,17.57797697
sp|Q96HJ9|FMC1_HUMAN Protein FMC1 homolog OS=Homo sapiens OX=9606 GN=FMC1 PE=1 SV=2,15.71207969,15.80021609,15.70703194,15.37818553,15.36541439,15.33792664
sp|Q96HN2|SAHH3_HUMAN Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1,17.76706481,17.94862688,17.72950759,18.09633519,17.99177079,17.87195312
sp|Q96HP0|DOCK6_HUMAN Dedicator of cytokinesis protein 6 OS=Homo sapiens OX=9606 GN=DOCK6 PE=1 SV=3,18.19262514,18.0542705,18.16659521,16.32531889,16.46170226,16.43686768
